Show,Platform,Week Ending,Minutes (Millions)
SHAMELESS,NETFLIX,"Oct. 17, 2021",964
SHAMELESS,NETFLIX,"Oct. 24, 2021",851
SHAMELESS,NETFLIX,"Oct. 31, 2021",624
SHAMELESS,NETFLIX,"Nov. 7, 2021",594
SHAMELESS,NETFLIX,"Nov. 14, 2021",432
SHAMELESS,NETFLIX,"Nov. 21, 2021",331
SHAMELESS,NETFLIX,"Nov. 28, 2021",408
SHAMELESS,NETFLIX,"Dec. 5, 2021",334
SHAMELESS,NETFLIX,"Dec. 12, 2021",316
SHAMELESS,NETFLIX,"Dec. 19, 2021",316
SHAMELESS,NETFLIX,"Dec. 26, 2021",273
SHAMELESS,NETFLIX,"Jan. 2, 2022",365
SHAMELESS,NETFLIX,"Jan. 9, 2022",366
SHAMELESS,NETFLIX,"Jan. 16, 2022",317
SHAMELESS,NETFLIX,"Feb. 6, 2022",312
SHAMELESS,NETFLIX,"Apr. 17, 2022",301
SHAMELESS,NETFLIX,"Jul. 31, 2022",353
SHAMELESS,NETFLIX,"Aug. 7, 2022",354
SHAMELESS,NETFLIX,"Mar. 26, 2023",467
SHAMELESS,NETFLIX,"Apr. 16, 2023",433
SHAMELESS,NETFLIX,"Apr. 23, 2023",536
SHAMELESS,NETFLIX,"Apr. 30, 2023",521
SHAMELESS,NETFLIX,"May. 7, 2023",557
SHAMELESS,NETFLIX,"May. 14, 2023",524
SHAMELESS,NETFLIX,"May. 21, 2023",429
SHAMELESS,NETFLIX,"Jun. 18, 2023",496
SHAMELESS,NETFLIX,"Oct. 8, 2023",497
SHAMELESS,NETFLIX,"Oct. 15, 2023",496
SHAMELESS,NETFLIX,"Oct. 22, 2023",446
SHAMELESS,NETFLIX,"Oct. 29, 2023",455
SHAMELESS,NETFLIX,"Nov. 19, 2023",545
SHAMELESS,NETFLIX,"Dec. 3, 2023",540
SHAMELESS,NETFLIX,"Dec. 17, 2023",422
SHAMELESS,NETFLIX,"Feb. 11, 2024",557
"SISTER, SISTER",NETFLIX,"Sep. 13, 2020",432
SIX FEET UNDER,MAX/NET,"Nov. 12, 2023",692
SIX FEET UNDER,MAX/NET,"Nov. 19, 2023",696
SIX FEET UNDER,MAX/NET,"Nov. 26, 2023",592
SOUTH PARK,HBO MAX,"Feb. 19, 2023",566
SOUTH PARK,HBO MAX,"Feb. 26, 2023",704
SOUTH PARK,HBO MAX,"Mar. 5, 2023",687
SOUTH PARK,HBO MAX,"Mar. 12, 2023",806
SOUTH PARK,HBO MAX,"Mar. 19, 2023",741
SOUTH PARK,HBO MAX,"Mar. 26, 2023",831
SOUTH PARK,HBO MAX,"Apr. 2, 2023",757
SOUTH PARK,HBO MAX,"Apr. 9, 2023",700
SOUTH PARK,HBO MAX,"Apr. 16, 2023",726
SOUTH PARK,HBO MAX,"Apr. 23, 2023",626
SOUTH PARK,HBO MAX,"Apr. 30, 2023",524
SOUTH PARK,HBO MAX,"May. 7, 2023",473
SPONGEBOB SQUAREPANTS,AMAZON,"May. 30, 2021",217
SPONGEBOB SQUAREPANTS,AMAZON,"Jun. 6, 2021",325
SPONGEBOB SQUAREPANTS,AMAZON,"May. 15, 2022",260
SPONGEBOB SQUAREPANTS,PARA/AMA,"Apr. 9, 2023",452
SPONGEBOB SQUAREPANTS,PARA/AMA,"Jul. 2, 2023",420
SPONGEBOB SQUAREPANTS,PARA/AMA,"Jul. 30, 2023",444
SPONGEBOB SQUAREPANTS,PARA/AMA,"Aug. 6, 2023",439
SPONGEBOB SQUAREPANTS,PARA/AMA,"Aug. 13, 2023",519
SPONGEBOB SQUAREPANTS,PARA/AMA,"Aug. 27, 2023",431
SPONGEBOB SQUAREPANTS,PARA/AMA,"Dec. 24, 2023",440
STARTUP,NETFLIX,"May. 16, 2021",760
STARTUP,NETFLIX,"May. 23, 2021",657
STARTUP,NETFLIX,"May. 30, 2021",547
STARTUP,NETFLIX,"Jun. 6, 2021",383
SUCCESSION,HBO MAX,"Apr. 2, 2023",480
SUCCESSION,HBO MAX,"Apr. 9, 2023",423
SUCCESSION,HBO MAX,"Apr. 16, 2023",638
SUCCESSION,HBO MAX,"Apr. 23, 2023",570
SUCCESSION,HBO MAX,"Apr. 30, 2023",568
SUCCESSION,HBO MAX,"May. 7, 2023",501
SUCCESSION,HBO MAX,"May. 14, 2023",507
SUCCESSION,HBO MAX,"May. 21, 2023",550
SUCCESSION,MAX,"May. 28, 2023",541
SUCCESSION,MAX,"Jun. 4, 2023",607
SUITS,PEA/NET,"Jun. 25, 2023","2,318"
SUITS,PEA/NET,"Jul. 2, 2023","3,142"
SUITS,PEA/NET,"Jul. 9, 2023","3,674"
SUITS,PEA/NET,"Jul. 16, 2023","3,698"
SUITS,PEA/NET,"Jul. 23, 2023","3,879"
SUITS,PEA/NET,"Jul. 30, 2023","3,595"
SUITS,PEA/NET,"Aug. 6, 2023","3,237"
SUITS,NETFLIX,"Aug. 13, 2023","3,010"
SUITS,PEA/NET,"Aug. 20, 2023","2,836"
SUITS,PEA/NET,"Aug. 27, 2023","2,662"
SUITS,PEA/NET,"Sep. 3, 2023","2,450"
SUITS,PEA/NET,"Sep. 10, 2023","2,359"
SUITS,PEA/NET,"Sep. 17, 2023","1,900"
SUITS,PEA/NET,"Sep. 24, 2023","1,791"
SUITS,PEA/NET,"Oct. 1, 2023","1,429"
SUITS,PEA/NET,"Oct. 8, 2023","1,280"
SUITS,PEA/NET,"Oct. 15, 2023","1,126"
SUITS,PEA/NET,"Oct. 22, 2023","1,059"
SUITS,PEA/NET,"Oct. 29, 2023",997
SUITS,PEA/NET,"Nov. 5, 2023",914
SUITS,PEA/NET,"Nov. 12, 2023",826
SUITS,PEA/NET,"Nov. 19, 2023",794
SUITS,PEA/NET,"Nov. 26, 2023",755
SUITS,PEA/NET,"Dec. 3, 2023",683
SUITS,PEA/NET,"Dec. 10, 2023",679
SUITS,PEA/NET,"Dec. 17, 2023",652
SUITS,PEA/NET,"Dec. 24, 2023",659
SUITS,PEA/NET,"Dec. 31, 2023",721
SUITS,PEA/NET,"Jan. 7, 2024",766
SUITS,PEA/NET,"Jan. 14, 2024",693
SUITS,PEA/NET,"Jan. 21, 2024",732
SUITS,PEA/NET,"Jan. 28, 2024",605
SUITS,PEA/NET,"Feb. 4, 2024",732
SUITS,PEA/NET,"Feb. 11, 2024",652
SUITS,PEA/NET,"Feb. 18, 2024",682
SUITS,PEA/NET,"Feb. 25, 2024",702
SUITS,PEA/NET,"Mar. 3, 2024",683
SUITS,PEA/NET,"Mar. 10, 2024",561
SUPERNATURAL,NETFLIX,"Aug. 9, 2020",315
SUPERNATURAL,NETFLIX,"Dec. 6, 2020",694
SUPERNATURAL,NETFLIX,"Dec. 13, 2020",774
SUPERNATURAL,NETFLIX,"Dec. 20, 2020",684
SUPERNATURAL,NETFLIX,"Jan. 3, 2021",526
SUPERNATURAL,NETFLIX,"Jan. 10, 2021",526
SUPERNATURAL,NETFLIX,"Jan. 17, 2021",591
SUPERNATURAL,NETFLIX,"Jan. 24, 2021",527
SUPERNATURAL,NETFLIX,"Jan. 31, 2021",519
SUPERNATURAL,NETFLIX,"Feb. 7, 2021",425
SUPERNATURAL,NETFLIX,"Mar. 7, 2021",400
SUPERNATURAL,NETFLIX,"Mar. 14, 2021",393
SUPERNATURAL,NETFLIX,"Mar. 21, 2021",358
SUPERNATURAL,NETFLIX,"Mar. 28, 2021",343
SUPERNATURAL,NETFLIX,"Apr. 4, 2021",377
SUPERNATURAL,NETFLIX,"Apr. 11, 2021",292
SUPERNATURAL,NETFLIX,"Apr. 18, 2021",313
SUPERNATURAL,NETFLIX,"Apr. 25, 2021",327
SUPERNATURAL,NETFLIX,"May. 2, 2021",374
SUPERNATURAL,NETFLIX,"May. 9, 2021",380
SUPERNATURAL,NETFLIX,"May. 16, 2021",239
SUPERNATURAL,NETFLIX,"May. 23, 2021",298
SUPERNATURAL,NETFLIX,"May. 30, 2021",270
SUPERNATURAL,NETFLIX,"Jun. 6, 2021",323
SUPERNATURAL,NETFLIX,"Jun. 13, 2021",354
SUPERNATURAL,NETFLIX,"Jun. 20, 2021",364
SUPERNATURAL,NETFLIX,"Jun. 27, 2021",333
SUPERNATURAL,NETFLIX,"Jul. 4, 2021",376
SUPERNATURAL,NETFLIX,"Jul. 11, 2021",455
SUPERNATURAL,NETFLIX,"Jul. 18, 2021",273
SUPERNATURAL,NETFLIX,"Jul. 25, 2021",294
SUPERNATURAL,NETFLIX,"Aug. 8, 2021",368
SUPERNATURAL,NETFLIX,"Aug. 29, 2021",354
SUPERNATURAL,NETFLIX,"Sep. 5, 2021",426
SUPERNATURAL,NETFLIX,"Sep. 12, 2021",369
SUPERNATURAL,NETFLIX,"Sep. 19, 2021",316
SUPERNATURAL,NETFLIX,"Sep. 26, 2021",361
SUPERNATURAL,NETFLIX,"Oct. 3, 2021",283
SUPERNATURAL,NETFLIX,"Oct. 10, 2021",282
SUPERNATURAL,NETFLIX,"Oct. 17, 2021",318
SUPERNATURAL,NETFLIX,"Nov. 14, 2021",362
SUPERNATURAL,NETFLIX,"Nov. 21, 2021",359
SUPERNATURAL,NETFLIX,"Nov. 28, 2021",435
SUPERNATURAL,NETFLIX,"Dec. 5, 2021",352
SUPERNATURAL,NETFLIX,"Dec. 12, 2021",371
SUPERNATURAL,NETFLIX,"Dec. 19, 2021",353
SUPERNATURAL,NETFLIX,"Dec. 26, 2021",348
SUPERNATURAL,NETFLIX,"Jan. 2, 2022",430
SUPERNATURAL,NETFLIX,"Jan. 9, 2022",393
SUPERNATURAL,NETFLIX,"Jan. 16, 2022",348
SUPERNATURAL,NETFLIX,"Jan. 23, 2022",417
SUPERNATURAL,NETFLIX,"Jan. 30, 2022",394
SUPERNATURAL,NETFLIX,"Feb. 6, 2022",304
SUPERNATURAL,NETFLIX,"Feb. 13, 2022",289
SUPERNATURAL,NETFLIX,"Feb. 20, 2022",335
SUPERNATURAL,NETFLIX,"Feb. 27, 2022",317
SUPERNATURAL,NETFLIX,"Mar. 6, 2022",339
SUPERNATURAL,NETFLIX,"Mar. 13, 2022",318
SUPERNATURAL,NETFLIX,"Mar. 20, 2022",317
SUPERNATURAL,NETFLIX,"Mar. 27, 2022",343
SUPERNATURAL,NETFLIX,"Apr. 3, 2022",328
SUPERNATURAL,NETFLIX,"Apr. 10, 2022",305
SUPERNATURAL,NETFLIX,"Apr. 17, 2022",347
SUPERNATURAL,NETFLIX,"May. 8, 2022",343
SUPERNATURAL,NETFLIX,"May. 15, 2022",343
SUPERNATURAL,NETFLIX,"May. 22, 2022",349
SUPERNATURAL,NETFLIX,"May. 29, 2022",346
SUPERNATURAL,NETFLIX,"Jun. 5, 2022",367
SUPERNATURAL,NETFLIX,"Jun. 19, 2022",441
SUPERNATURAL,NETFLIX,"Jun. 26, 2022",379
SUPERNATURAL,NETFLIX,"Jul. 3, 2022",528
SUPERNATURAL,NETFLIX,"Jul. 10, 2022",374
SUPERNATURAL,NETFLIX,"Jul. 17, 2022",373
SUPERNATURAL,NETFLIX,"Jul. 24, 2022",402
SUPERNATURAL,NETFLIX,"Jul. 31, 2022",356
SUPERNATURAL,NETFLIX,"Aug. 21, 2022",432
SUPERNATURAL,NETFLIX,"Oct. 2, 2022",501
SUPERNATURAL,NETFLIX,"Jan. 8, 2023",535
SUPERNATURAL,NETFLIX,"Mar. 19, 2023",649
SUPERNATURAL,NETFLIX,"Mar. 26, 2023",583
SUPERNATURAL,NETFLIX,"Apr. 2, 2023",535
SUPERNATURAL,NETFLIX,"Apr. 9, 2023",484
SUPERNATURAL,NETFLIX,"Apr. 16, 2023",529
SUPERNATURAL,NETFLIX,"Apr. 23, 2023",439
SUPERNATURAL,NETFLIX,"May. 14, 2023",462
SUPERNATURAL,NETFLIX,"May. 21, 2023",429
SUPERNATURAL,NETFLIX,"Jul. 9, 2023",450
SUPERNATURAL,NETFLIX,"Jul. 16, 2023",460
SUPERNATURAL,NETFLIX,"Jul. 23, 2023",457
SUPERNATURAL,NETFLIX,"Jul. 30, 2023",417
SUPERNATURAL,NETFLIX,"Aug. 13, 2023",455
SUPERNATURAL,NETFLIX,"Aug. 20, 2023",492
SUPERNATURAL,NETFLIX,"Aug. 27, 2023",488
SUPERNATURAL,NETFLIX,"Sep. 3, 2023",493
SUPERNATURAL,NETFLIX,"Oct. 1, 2023",425
TACOMA FD,MAX/NET,"Jan. 7, 2024",622
THE 100,NETFLIX,"Oct. 11, 2020",664
THE 100,NETFLIX,"Oct. 18, 2020",933
THE 100,NETFLIX,"Oct. 25, 2020",657
THE 100,NETFLIX,"Nov. 8, 2020",407
THE BAKER AND THE BEAUTY,NETFLIX,"Apr. 18, 2021",315
THE BAKER AND THE BEAUTY,NETFLIX,"Apr. 25, 2021",495
THE BIG BANG THEORY,HBO MAX,"Jun. 5, 2022",352
THE BIG BANG THEORY,HBO MAX,"Jun. 12, 2022",305
THE BIG BANG THEORY,HBO MAX,"Jun. 19, 2022",355
THE BIG BANG THEORY,HBO MAX,"Jun. 26, 2022",387
THE BIG BANG THEORY,HBO MAX,"Jul. 10, 2022",383
THE BIG BANG THEORY,HBO MAX,"Jul. 24, 2022",406
THE BIG BANG THEORY,HBO MAX,"Jul. 31, 2022",392
THE BIG BANG THEORY,HBO MAX,"Aug. 7, 2022",410
THE BIG BANG THEORY,HBO MAX,"Aug. 14, 2022",399
THE BIG BANG THEORY,HBO MAX,"Aug. 21, 2022",475
THE BIG BANG THEORY,HBO MAX,"Aug. 28, 2022",606
THE BIG BANG THEORY,HBO MAX,"Sep. 4, 2022",571
THE BIG BANG THEORY,HBO MAX,"Sep. 11, 2022",499
THE BIG BANG THEORY,HBO MAX,"Sep. 18, 2022",504
THE BIG BANG THEORY,HBO MAX,"Sep. 25, 2022",510
THE BIG BANG THEORY,HBO MAX,"Oct. 2, 2022",459
THE BIG BANG THEORY,HBO MAX,"Oct. 23, 2022",450
THE BIG BANG THEORY,HBO MAX,"Oct. 30, 2022",456
THE BIG BANG THEORY,HBO MAX,"Nov. 6, 2022",436
THE BIG BANG THEORY,HBO MAX,"Nov. 13, 2022",463
THE BIG BANG THEORY,HBO MAX,"Nov. 20, 2022",505
THE BIG BANG THEORY,HBO MAX,"Nov. 27, 2022",452
THE BIG BANG THEORY,HBO MAX,"Dec. 4, 2022",493
THE BIG BANG THEORY,HBO MAX,"Dec. 11, 2022",525
THE BIG BANG THEORY,HBO MAX,"Dec. 18, 2022",575
THE BIG BANG THEORY,HBO MAX,"Dec. 25, 2022",548
THE BIG BANG THEORY,HBO MAX,"Jan. 1, 2023",656
THE BIG BANG THEORY,HBO MAX,"Jan. 8, 2023",559
THE BIG BANG THEORY,HBO MAX,"Jan. 15, 2023",568
THE BIG BANG THEORY,HBO MAX,"Jan. 22, 2023",621
THE BIG BANG THEORY,HBO MAX,"Jan. 29, 2023",641
THE BIG BANG THEORY,HBO MAX,"Feb. 5, 2023",624
THE BIG BANG THEORY,HBO MAX,"Feb. 19, 2023",528
THE BIG BANG THEORY,HBO MAX,"Feb. 26, 2023",547
THE BIG BANG THEORY,HBO MAX,"Mar. 5, 2023",527
THE BIG BANG THEORY,HBO MAX,"Mar. 19, 2023",455
THE BIG BANG THEORY,HBO MAX,"Mar. 26, 2023",481
THE BIG BANG THEORY,HBO MAX,"Apr. 2, 2023",501
THE BIG BANG THEORY,HBO MAX,"Apr. 9, 2023",480
THE BIG BANG THEORY,HBO MAX,"Apr. 16, 2023",500
THE BIG BANG THEORY,HBO MAX,"Apr. 23, 2023",535
THE BIG BANG THEORY,HBO MAX,"Apr. 30, 2023",525
THE BIG BANG THEORY,HBO MAX,"May. 7, 2023",638
THE BIG BANG THEORY,HBO MAX,"May. 14, 2023",541
THE BIG BANG THEORY,HBO MAX,"May. 21, 2023",502
THE BIG BANG THEORY,MAX,"May. 28, 2023",442
THE BIG BANG THEORY,MAX,"Jun. 4, 2023",499
THE BIG BANG THEORY,MAX,"Jun. 11, 2023",486
THE BIG BANG THEORY,MAX,"Jun. 18, 2023",490
THE BIG BANG THEORY,MAX,"Jun. 25, 2023",581
THE BIG BANG THEORY,MAX,"Jul. 2, 2023",602
THE BIG BANG THEORY,MAX,"Jul. 9, 2023",469
THE BIG BANG THEORY,MAX,"Jul. 16, 2023",497
THE BIG BANG THEORY,MAX,"Jul. 23, 2023",458
THE BIG BANG THEORY,MAX,"Jul. 30, 2023",485
THE BIG BANG THEORY,MAX,"Aug. 13, 2023",522
THE BIG BANG THEORY,MAX,"Aug. 20, 2023",500
THE BIG BANG THEORY,MAX,"Aug. 27, 2023",497
THE BIG BANG THEORY,MAX,"Sep. 3, 2023",590
THE BIG BANG THEORY,MAX,"Sep. 10, 2023",561
THE BIG BANG THEORY,MAX,"Sep. 17, 2023",460
THE BIG BANG THEORY,MAX,"Sep. 24, 2023",443
THE BIG BANG THEORY,MAX,"Oct. 1, 2023",490
THE BIG BANG THEORY,MAX,"Oct. 8, 2023",418
THE BIG BANG THEORY,MAX,"Oct. 22, 2023",552
THE BIG BANG THEORY,MAX,"Oct. 29, 2023",450
THE BIG BANG THEORY,MAX,"Nov. 19, 2023",504
THE BIG BANG THEORY,MAX,"Nov. 26, 2023",590
THE BIG BANG THEORY,MAX,"Dec. 3, 2023",565
THE BIG BANG THEORY,MAX,"Dec. 10, 2023",592
THE BIG BANG THEORY,MAX,"Dec. 17, 2023",632
THE BIG BANG THEORY,MAX,"Dec. 24, 2023",587
THE BIG BANG THEORY,MAX,"Dec. 31, 2023",661
THE BIG BANG THEORY,MAX,"Jan. 7, 2024",757
THE BIG BANG THEORY,MAX,"Jan. 14, 2024",682
THE BIG BANG THEORY,MAX,"Jan. 21, 2024",732
THE BIG BANG THEORY,MAX,"Jan. 28, 2024",690
THE BIG BANG THEORY,MAX,"Feb. 4, 2024",750
THE BIG BANG THEORY,MAX,"Feb. 11, 2024",690
THE BIG BANG THEORY,MAX,"Feb. 18, 2024",576
THE BIG BANG THEORY,MAX,"Feb. 25, 2024",658
THE BIG BANG THEORY,MAX,"Mar. 3, 2024",559
THE BIG BANG THEORY,MAX,"Mar. 10, 2024",621
THE BLACKLIST,NETFLIX,"Sep. 27, 2020",929
THE BLACKLIST,NETFLIX,"Oct. 4, 2020",852
THE BLACKLIST,NETFLIX,"Oct. 11, 2020",644
THE BLACKLIST,NETFLIX,"Oct. 18, 2020",591
THE BLACKLIST,NETFLIX,"Nov. 8, 2020",417
THE BLACKLIST,NETFLIX,"Nov. 15, 2020",381
THE BLACKLIST,NETFLIX,"Jan. 3, 2021",291
THE BLACKLIST,NETFLIX,"Jan. 10, 2021",264
THE BLACKLIST,NETFLIX,"Jan. 17, 2021",307
THE BLACKLIST,NETFLIX,"Oct. 10, 2021",455
THE BLACKLIST,NETFLIX,"Oct. 17, 2021",656
THE BLACKLIST,NETFLIX,"Oct. 24, 2021",586
THE BLACKLIST,NETFLIX,"Oct. 31, 2021",539
THE BLACKLIST,NETFLIX,"Nov. 7, 2021",395
THE BLACKLIST,NETFLIX,"Dec. 26, 2021",260
THE BLACKLIST,NETFLIX,"Aug. 28, 2022",392
THE BLACKLIST,NETFLIX,"Oct. 9, 2022",595
THE BLACKLIST,NETFLIX,"Oct. 16, 2022",906
THE BLACKLIST,NETFLIX,"Oct. 23, 2022",807
THE BLACKLIST,NETFLIX,"Oct. 30, 2022",735
THE BLACKLIST,NETFLIX,"Nov. 6, 2022",696
THE BLACKLIST,NETFLIX,"Nov. 13, 2022",593
THE BLACKLIST,NETFLIX,"Nov. 20, 2022",530
THE BLACKLIST,NETFLIX,"Nov. 27, 2022",469
THE BLACKLIST,NETFLIX,"Mar. 12, 2023",529
THE BLACKLIST,NETFLIX,"Feb. 25, 2024",593
THE FAIRLY ODDPARENTS,NETFLIX,"Apr. 24, 2022",415
THE FAIRLY ODDPARENTS,NETFLIX,"May. 1, 2022",318
THE FAIRLY ODDPARENTS,NETFLIX,"May. 8, 2022",299
THE FAMILY BUSINESS,NETFLIX,"Nov. 5, 2023",606
THE FIRST WIVES CLUB,NETFLIX,"Nov. 26, 2023",755
THE FIRST WIVES CLUB,NETFLIX,"Dec. 3, 2023",638
THE FLASH,NETFLIX,"Aug. 1, 2021",519
THE FLASH,NETFLIX,"Aug. 8, 2021",472
THE FLASH,NETFLIX,"Aug. 15, 2021",425
THE FLASH,NETFLIX,"Sep. 5, 2021",336
THE FLASH,NETFLIX,"Sep. 12, 2021",305
THE FLASH,NETFLIX,"Jul. 17, 2022",529
THE FLASH,NETFLIX,"Jun. 11, 2023",467
THE GOLDEN GIRLS,NETFLIX,"Jan. 9, 2022",384
THE GOOD WITCH,NETFLIX,"Oct. 10, 2021",368
THE GOOD WITCH,NETFLIX,"Oct. 17, 2021",357
THE LAST OF US,HBO MAX,"Jan. 22, 2023",837
THE LAST OF US,HBO MAX,"Jan. 29, 2023",877
THE LAST OF US,HBO MAX,"Feb. 5, 2023","1,190"
THE LAST OF US,HBO MAX,"Feb. 12, 2023","1,109"
THE LAST OF US,HBO MAX,"Feb. 19, 2023",943
THE LAST OF US,HBO MAX,"Feb. 26, 2023","1,187"
THE LAST OF US,HBO MAX,"Mar. 5, 2023","1,011"
THE LAST OF US,HBO MAX,"Mar. 12, 2023","1,058"
THE LAST OF US,HBO MAX,"Mar. 19, 2023",817
THE LEGEND OF KORRA,NETFLIX,"Aug. 16, 2020",556
THE LEGEND OF KORRA,NETFLIX,"Aug. 23, 2020","1,248"
THE LEGEND OF KORRA,NETFLIX,"Aug. 30, 2020",808
THE LEGEND OF KORRA,NETFLIX,"Sep. 6, 2020",541
THE OFFICE,NETFLIX,"Mar. 22, 2020","1,438"
THE OFFICE,NETFLIX,"Mar. 29, 2020","1,488"
THE OFFICE,NETFLIX,"Aug. 9, 2020",897
THE OFFICE,NETFLIX,"Aug. 16, 2020",958
THE OFFICE,NETFLIX,"Aug. 23, 2020",928
THE OFFICE,NETFLIX,"Aug. 30, 2020",919
THE OFFICE,NETFLIX,"Sep. 6, 2020",843
THE OFFICE,NETFLIX,"Sep. 13, 2020",947
THE OFFICE,NETFLIX,"Sep. 20, 2020",902
THE OFFICE,NETFLIX,"Sep. 27, 2020",893
THE OFFICE,NETFLIX,"Oct. 4, 2020",929
THE OFFICE,NETFLIX,"Oct. 11, 2020",862
THE OFFICE,NETFLIX,"Oct. 18, 2020",900
THE OFFICE,NETFLIX,"Oct. 25, 2020",869
THE OFFICE,NETFLIX,"Nov. 1, 2020","1,046"
THE OFFICE,NETFLIX,"Nov. 8, 2020","1,093"
THE OFFICE,NETFLIX,"Nov. 15, 2020","1,089"
THE OFFICE,NETFLIX,"Nov. 22, 2020","1,067"
THE OFFICE,NETFLIX,"Nov. 29, 2020","1,142"
THE OFFICE,NETFLIX,"Dec. 6, 2020","1,312"
THE OFFICE,NETFLIX,"Dec. 13, 2020","1,279"
THE OFFICE,NETFLIX,"Dec. 20, 2020","1,311"
THE OFFICE,NETFLIX,"Dec. 27, 2020","1,435"
THE OFFICE,NETFLIX,"Jan. 3, 2021",937
THE OFFICE,PEACOCK,"Jan. 28, 2024",602
THE PACIFIC,MAX/NET,"Sep. 24, 2023",491
THE PACIFIC,MAX/NET,"Oct. 1, 2023",408
THE SIMPSONS,NETFLIX,"Sep. 26, 2021",272
THE SIMPSONS,NETFLIX,"Oct. 3, 2021",284
THE SIMPSONS,DISNEY+,"Feb. 13, 2022",295
THE SIMPSONS,DISNEY+,"Sep. 4, 2022",397
THE SIMPSONS,DISNEY+,"Oct. 9, 2022",468
THE SIMPSONS,NETFLIX,"Oct. 23, 2022",452
THE SIMPSONS,DISNEY+,"Nov. 6, 2022",383
THE SIMPSONS,DISNEY+,"Oct. 15, 2023",447
THE SIMPSONS,DISNEY+,"Oct. 22, 2023",491
THE SIMPSONS,DISNEY+,"Oct. 29, 2023",480
THE SIMPSONS,DISNEY+,"Nov. 12, 2023",545
THE SINNER,NETFLIX,"Feb. 14, 2021","1,229"
THE SINNER,NETFLIX,"Feb. 21, 2021",744
THE SINNER,NETFLIX,"Feb. 28, 2021",426
THE SINNER,NETFLIX,"Mar. 7, 2021",334
THE SINNER,NETFLIX,"Oct. 16, 2022",464
THE SINNER,NETFLIX,"Oct. 23, 2022",935
THE SINNER,NETFLIX,"Oct. 30, 2022",524
THE THUNDERMANS,HULU/NET,"Nov. 14, 2021",480
THE THUNDERMANS,HULU/NET,"Nov. 21, 2021",359
THE THUNDERMANS,HULU/NET,"Nov. 28, 2021",391
THE THUNDERMANS,HULU/NET,"Dec. 12, 2021",297
THE THUNDERMANS,HULU/NET,"Dec. 26, 2021",290
THE THUNDERMANS,HULU/NET,"Jan. 9, 2022",379
THE UNXPLAINED,NETFLIX,"Jul. 3, 2022",545
THE VAMPIRE DIARIES,NETFLIX,"Feb. 6, 2022",308
THE VAMPIRE DIARIES,NETFLIX,"Aug. 7, 2022",376
THE WALKING DEAD,NETFLIX,"Aug. 1, 2021",554
THE WALKING DEAD,NETFLIX,"Aug. 8, 2021",720
THE WALKING DEAD,NETFLIX,"Aug. 15, 2021",606
THE WALKING DEAD,NETFLIX,"Aug. 22, 2021",463
THE WALKING DEAD,NETFLIX,"Aug. 29, 2021",433
THE WALKING DEAD,NETFLIX,"Jan. 8, 2023",905
THE WALKING DEAD,NETFLIX,"Jan. 15, 2023","1,429"
THE WALKING DEAD,NETFLIX,"Jan. 22, 2023","1,103"
THE WALKING DEAD,NETFLIX,"Jan. 29, 2023","1,037"
THE WALKING DEAD,NETFLIX,"Feb. 5, 2023",901
THE WALKING DEAD,NETFLIX,"Feb. 12, 2023",708
THE WALKING DEAD,NETFLIX,"Feb. 19, 2023",727
THE WALKING DEAD,NETFLIX,"Feb. 26, 2023",573
THE WALKING DEAD,NETFLIX,"Mar. 5, 2023",502
THE WALKING DEAD,NETFLIX,"Mar. 26, 2023",476
THE WALKING DEAD,NETFLIX,"Apr. 2, 2023",384
THE WHITE LOTUS,HBO MAX,"Nov. 20, 2022",406
THE WHITE LOTUS,HBO MAX,"Dec. 4, 2022",548
THE WHITE LOTUS,HBO MAX,"Dec. 11, 2022",752
THE WHITE LOTUS,NETFLIX,"Dec. 18, 2022",902
THE WHITE LOTUS,HBO MAX,"Dec. 25, 2022",448
THE WHITE LOTUS,HBO MAX,"Jan. 1, 2023",573
THIS IS US,HULU/NET,"Jan. 21, 2024",929
THIS IS US,HULU/NET,"Jan. 28, 2024",776
THIS IS US,HULU/NET,"Feb. 4, 2024",682
THIS IS US,HULU/NET,"Feb. 11, 2024",543
TRUE DETECTIVE,MAX,"Feb. 11, 2024",745
TRUE DETECTIVE,MAX,"Feb. 18, 2024",773
TRUE DETECTIVE,MAX,"Feb. 25, 2024",889
WARRIOR,MAX/NET,"Feb. 25, 2024",948
WARRIOR,MAX/NET,"Mar. 3, 2024",693
WENTWORTH,NETFLIX,"Nov. 7, 2021",419
YELLOWSTONE,PEACOCK,"Nov. 13, 2022",607
YELLOWSTONE,PEACOCK,"Nov. 20, 2022",643
YELLOWSTONE,PEACOCK,"Nov. 27, 2022",736
YELLOWSTONE,PEACOCK,"Dec. 4, 2022",652
YELLOWSTONE,PEACOCK,"Dec. 11, 2022",726
YELLOWSTONE,PEACOCK,"Dec. 18, 2022",611
YELLOWSTONE,PEACOCK,"Dec. 25, 2022",565
YELLOWSTONE,PEACOCK,"Jan. 1, 2023","1,042"
YELLOWSTONE,PEACOCK,"Jan. 8, 2023",750
YELLOWSTONE,PEACOCK,"May. 28, 2023",502
YELLOWSTONE,PEACOCK,"Jun. 4, 2023",508
YELLOWSTONE,PEACOCK,"Jun. 11, 2023",475
YELLOWSTONE,PEACOCK,"Jun. 18, 2023",495
YELLOWSTONE,PEACOCK,"Jul. 9, 2023",424
